0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5		18.0	    500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5		18.0	    500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5		18.0	    500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5		18.0	    500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5		18.0	    500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5		18.0	    500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5		18.0	    500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5		18.0	    500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5		18.0	    500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5		18.0	    500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5		18.0	    500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5		18.0	    500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5		18.0	    500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5		18.0	    500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5		18.0	    500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5		18.0	    500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5		18.0	    500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
0.5	    18.0		500		2		0
300		18.0		500		2		0
